State,Crop,Crop_Year,Yield,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Season
West Bengal,Cotton(lint),2023,2,26000,52023,1852.9,2474420,8060,Kharif     
West Bengal,Dry chillies,2023,0.942777778,64034,55569,1852.9,6094115.78,19850.54,Whole Year 
West Bengal,Gram,2023,0.5975,25485,16994,1852.9,2425407.45,7900.35,Rabi       
West Bengal,Groundnut,2023,1.13,29615,38672,1852.9,2818459.55,9180.65,Whole Year 
West Bengal,Horse-gram,2023,0.438888889,5645,2556,1852.9,537234.65,1749.95,Kharif     
West Bengal,Jowar,2023,0.482,948,450,1852.9,90221.16,293.88,Whole Year 
West Bengal,Jute,2023,13.44588235,641574,7549700,1852.9,61058597.58,198887.94,Kharif     
West Bengal,Khesari,2023,1.095882353,25261,28460,1852.9,2404089.37,7830.91,Rabi       
West Bengal,Linseed,2023,0.251538462,16486,4210,1852.9,1568972.62,5110.66,Whole Year 
West Bengal,Maize,2023,2.658461538,35469,130390,1852.9,3375584.73,10995.39,Whole Year 
West Bengal,Masoor,2023,0.662352941,51202,35040,1852.9,4872894.34,15872.62,Rabi       
West Bengal,Mesta,2023,9.154166667,9689,89000,1852.9,922102.13,3003.59,Kharif     
West Bengal,Moong(Green Gram),2023,0.548888889,1490,711,1852.9,141803.3,461.9,Kharif     
West Bengal,Moong(Green Gram),2023,0.542857143,3269,1710,1852.9,311110.73,1013.39,Rabi       
West Bengal,Moong(Green Gram),2023,0.046,9959,303,1852.9,947798.03,3087.29,Summer     
West Bengal,Niger seed,2023,0.698888889,50808100,38657300,1852.9,4835406877,15750511,Rabi       
West Bengal,Niger seed,2023,0.40375,6512,3522,1852.9,619747.04,2023.72,Whole Year 
West Bengal,Other Kharif pulses,2023,0.585,1279,725,1852.9,121722.43,396.49,Kharif     
West Bengal,Potato,2023,18.23722222,284015,5581553,1852.9,27029707.55,88044.65,Whole Year 
West Bengal,Ragi,2023,0.986,12607,15330,1852.9,1202308.19,3908.17,Autumn     
West Bengal,Rapeseed &Mustard,2023,0.718333333,327123,250950,1852.9,31132295.91,101408.13,Whole Year 
West Bengal,Rice,2023,1.837222222,423121,751970,1852.9,40268425.57,131167.51,Autumn     
West Bengal,Rice,2023,2.843888889,1206829,3569520,1852.9,114853915.9,374116.99,Summer     
West Bengal,Rice,2023,1.985555556,4270328,8915100,1852.9,406407115.8,1323801.68,Winter     
West Bengal,Safflower,2023,0.2975,10800,3000,1852.9,1027836,3348,Whole Year 
West Bengal,Sannhamp,2023,4.598571429,2023,9073,1852.9,191767.55,624.65,Whole Year 
West Bengal,Sesamum,2023,0.649444444,127913,88943,1852.9,12173480.21,39653.03,Whole Year 
West Bengal,Small millets,2023,0.626666667,5046,3222,1852.9,480227.82,1564.26,Whole Year 
West Bengal,Soyabean,2023,1.196666667,1555,1172,1852.9,147989.35,482.05,Kharif     
West Bengal,Sugarcane,2023,67.83625,25797,1818700,1852.9,2455100.49,7997.07,Whole Year 
West Bengal,Sunflower,2023,0,278,1,1852.9,26457.26,86.18,Whole Year 
West Bengal,Turmeric,2023,1.661111111,12481,23556,1852.9,1187816.77,3869.11,Whole Year 
West Bengal,Urad,2023,1.825,69271,44480,1852.9,6592521.07,21474.01,Kharif     
West Bengal,Urad,2023,0.628333333,16694,10553,1852.9,1588767.98,5175.14,Rabi       
West Bengal,Wheat,2023,1.886666667,367374,810480,1852.9,34962983.58,113885.94,Rabi       
Puducherry,Arecanut,2023,0.35,66,23,1434.5875,6520.8,19.14,Kharif     
Puducherry,Bajra,2023,2.17,149,324,1434.5875,14721.2,43.21,Kharif     
Puducherry,Black pepper,2023,0.58,12,7,1434.5875,1185.6,3.48,Kharif     
Puducherry,Coriander,2023,0.5,2,1,1434.5875,197.6,0.58,Kharif     
Puducherry,Cotton(lint),2023,0.84,453,372,1434.5875,44756.4,131.37,Summer     
Puducherry,Dry chillies,2023,2.75,8,23,1434.5875,790.4,2.32,Kharif     
Puducherry,Groundnut,2023,1.54,1046,2062,1434.5875,103344.8,303.34,Rabi       
Puducherry,Onion,2023,16.5,26,429,1434.5875,2568.8,7.54,Kharif     
Puducherry,Ragi,2023,3.27,112,366,1434.5875,11065.6,32.48,Kharif     
Puducherry,Rice,2023,2.46,4945,11518,1434.5875,488566,1434.05,Kharif     
Puducherry,Rice,2023,2.555,13961,30220,1434.5875,1379346.8,4048.69,Rabi       
Puducherry,Rice,2023,2.55,5716,14863,1434.5875,564740.8,1657.64,Summer     
Puducherry,Sesamum,2023,0.806666667,147,120,1434.5875,14523.6,42.63,Kharif     
Puducherry,Small millets,2023,0.75,4,3,1434.5875,395.2,1.16,Kharif     
Puducherry,Sugarcane,2023,82.595,2710,232369,1434.5875,267748,785.9,Kharif     
Puducherry,Tapioca,2023,20,649,19110,1434.5875,64121.2,188.21,Kharif     
Assam,Arecanut,2023,0.784347826,74457,55355,2354.4,7356351.6,21592.53,Whole Year 
Assam,Arhar/Tur,2023,0.709130435,7657,5389,2354.4,756511.6,2220.53,Kharif     
Assam,Banana,2023,13.78826087,41885,581884,2354.4,4138238,12146.65,Whole Year 
Assam,Castor seed,2023,0.411428571,1728,708,2354.4,170726.4,501.12,Kharif     
Assam,Coconut ,2023,6045.886957,20236,149866000,2354.4,1992400.8,5848.14,Whole Year 
Assam,Cotton(lint),2023,0.399130435,1652,751,2354.4,163217.6,479.08,Kharif     
Assam,Dry chillies,2023,0.636956522,14724,9690,2354.4,1454731.2,4269.96,Whole Year 
Assam,Gram,2023,0.460454545,3002,1503,2354.4,296597.6,870.58,Rabi       
Assam,Jute,2023,9.040869565,78702,687173,2354.4,7775757.6,22823.58,Kharif     
Assam,Linseed,2023,0.480909091,10222,5212,2354.4,1009933.6,2964.38,Rabi       
Assam,Maize,2023,0.608695652,19810,13965,2354.4,1957228,5744.9,Kharif     
Assam,Mesta,2023,4.9105,5260,25623,2354.4,519688,1525.4,Kharif     
Assam,Niger seed,2023,0.520555556,8753,4478,2354.4,864796.4,2538.37,Kharif     
Assam,Onion,2023,2.340434783,8083,18341,2354.4,798600.4,2344.07,Whole Year 
Assam,Other  Rabi pulses,2023,0.50826087,116141,62330,2354.4,11474730.8,33680.89,Rabi       
Assam,Potato,2023,7.230434783,76958,611077,2354.4,7603450.4,22317.82,Whole Year 
Assam,Rapeseed &Mustard,2023,0.473478261,288829,135631,2354.4,28536305.2,83760.41,Rabi       
Assam,Rice,2023,1.055652174,594979,520605,2354.4,58783925.2,172543.91,Autumn     
Assam,Rice,2023,1.685217391,223913,446114,2354.4,22122604.4,64934.77,Summer     
Assam,Rice,2023,1.395652174,1635230,2288114,2354.4,161560724,474216.7,Winter     
Assam,Sesamum,2023,0.485217391,15940,8210,2354.4,1574872,4622.6,Kharif     
Assam,Small millets,2023,0.521363636,10547,5450,2354.4,1042043.6,3058.63,Kharif     
Assam,Sugarcane,2023,39.89304348,30571,1223578,2354.4,3020414.8,8865.59,Whole Year 
Assam,Sweet potato,2023,3.435652174,9433,32437,2354.4,931980.4,2735.57,Whole Year 
Assam,Tapioca,2023,4.445217391,2798,13261,2354.4,276442.4,811.42,Whole Year 
Assam,Tobacco,2023,0.569545455,1465,732,2354.4,144742,424.85,Whole Year 
Assam,Turmeric,2023,0.666956522,10729,7416,2354.4,1060025.2,3111.41,Whole Year 
Assam,Wheat,2023,0.999545455,89591,90509,2354.4,8851590.8,25981.39,Rabi       
Goa,Arecanut,2023,1.21,1500,1820,2964.9,148200,435,Whole Year 
Goa,Banana,2023,7.58,1900,14400,2964.9,187720,551,Whole Year 
Goa,Black pepper,2023,0.28,250,70,2964.9,24700,72.5,Whole Year 
Goa,Cashewnut,2023,0.28,52875,15000,2964.9,5224050,15333.75,Whole Year 
Goa,Coconut ,2023,4867.65,24858,121000000,2964.9,2455970.4,7208.82,Whole Year 
Goa,Groundnut,2023,1.18,350,412,2964.9,34580,101.5,Kharif     
Goa,Groundnut,2023,2.03,1048,2124,2964.9,103542.4,303.92,Rabi       
Goa,Other  Rabi pulses,2023,1.06,8671,9220,2964.9,856694.8,2514.59,Rabi       
Goa,Other Kharif pulses,2023,0.27,1200,324,2964.9,118560,348,Kharif     
Goa,Ragi,2023,0.99,2500,2476,2964.9,247000,725,Kharif     
Goa,Rice,2023,2.54,41000,104249,2964.9,4050800,11890,Kharif     
Goa,Rice,2023,3.04,15439,46925,2964.9,1525373.2,4477.31,Rabi       
Goa,Sugarcane,2023,48.48,1320,64000,2964.9,130416,382.8,Whole Year 
Karnataka,Arecanut,2023,6.232,98047,648365,1260.8,9687043.6,28433.63,Whole Year 
Karnataka,Arhar/Tur,2023,0.400833333,475396,221453,1260.8,46969124.8,137864.84,Kharif     
Karnataka,Bajra,2023,0.601764706,415816,282231,1260.8,41082620.8,120586.64,Kharif     
Karnataka,Bajra,2023,1.19,451,536,1260.8,44558.8,130.79,Rabi       
Karnataka,Bajra,2023,0.59,846,498,1260.8,83584.8,245.34,Summer     
Karnataka,Black pepper,2023,2.238,4387,10342,1260.8,433435.6,1272.23,Whole Year 
Karnataka,Cardamom,2023,0.06,20218,1153,1260.8,2023538.4,5863.22,Whole Year 
Karnataka,Castor seed,2023,0.831818182,27246,23245,1260.8,2691904.8,7901.34,Kharif     
Karnataka,Coconut ,2023,4692.261111,310399,1611530000,1260.8,30667421.2,90015.71,Whole Year 
Karnataka,Coriander,2023,0.118,17935,2982,1260.8,1771978,5201.15,Whole Year 
Karnataka,Cotton(lint),2023,1.556521739,636495,976876,1260.8,62885706,184583.55,Kharif     
Karnataka,Dry chillies,2023,1.123703704,170319,146498,1260.8,16827517.2,49392.51,Whole Year 
Karnataka,Garlic,2023,1.459411765,3574,3034,1260.8,353111.2,1036.46,Whole Year 
Karnataka,Ginger,2023,12.75944444,3896,51169,1260.8,384924.8,1129.84,Kharif     
Karnataka,Gram,2023,0.573478261,355326,202508,1260.8,35106208.8,103044.54,Rabi       
Karnataka,Groundnut,2023,0.8568,1012577,929016,1260.8,100042607.6,293647.33,Kharif     
Karnataka,Groundnut,2023,1.3052,217445,263118,1260.8,21483566,63059.05,Rabi       
Karnataka,Horse-gram,2023,0.504615385,189486,90718,1260.8,18721216.8,54950.94,Kharif     
Karnataka,Horse-gram,2023,0.4492,134779,62084,1260.8,13316165.2,39085.91,Rabi       
Karnataka,Jowar,2023,1.305714286,420808,616645,1260.8,41575830.4,122034.32,Kharif     
Karnataka,Jowar,2023,0.7235,1420232,1003450,1260.8,140312023.6,411846.98,Rabi       
Karnataka,Jowar,2023,2.461333333,8897,23144,1260.8,879023.6,2580.13,Summer     
Karnataka,Linseed,2023,0.315,19806,6441,1260.8,1956832.8,5743.74,Rabi       
Karnataka,Maize,2023,3.366,450472,1542607,1260.8,44506633.6,130636.88,Kharif     
Karnataka,Maize,2023,1.97952381,49922,101605,1260.8,4932293.6,14477.38,Rabi       
Karnataka,Maize,2023,2.241904762,11974,27080,1260.8,1183031.2,3472.46,Summer     
Karnataka,Moong(Green Gram),2023,0.180769231,311720,61227,1260.8,30797936,90398.8,Kharif     
Karnataka,Moong(Green Gram),2023,0.438823529,15627,7005,1260.8,1543947.6,4531.83,Rabi       
Karnataka,Niger seed,2023,0.214782609,41853,8104,1260.8,4135076.4,12137.37,Kharif     
Karnataka,Onion,2023,5.363636364,79921,362053,1260.8,7896194.8,23177.09,Kharif     
Karnataka,Onion,2023,8.936315789,8882,91057,1260.8,877541.6,2575.78,Rabi       
Karnataka,Onion,2023,11.86631579,4797,55339,1260.8,473943.6,1391.13,Summer     
Karnataka,Peas & beans (Pulses),2023,9.265882353,1730,15872,1260.8,170924,501.7,Kharif     
Karnataka,Peas & beans (Pulses),2023,8.948181818,494,4882,1260.8,48807.2,143.26,Rabi       
Karnataka,Peas & beans (Pulses),2023,7.827,1583,13707,1260.8,156400.4,459.07,Summer     
Karnataka,Potato,2023,12.37333333,28755,317052,1260.8,2840994,8338.95,Kharif     
Karnataka,Potato,2023,18.90714286,4173,82124,1260.8,412292.4,1210.17,Rabi       
Karnataka,Potato,2023,17.6,1137,19387,1260.8,112335.6,329.73,Summer     
Karnataka,Potato,2023,14.59,268,3910,1260.8,26478.4,77.72,Whole Year 
Karnataka,Ragi,2023,1.418,986173,1664767,1260.8,97433892.4,285990.17,Kharif     
Karnataka,Ragi,2023,1.361,33833,45301,1260.8,3342700.4,9811.57,Rabi       
Karnataka,Ragi,2023,2.239230769,10673,24008,1260.8,1054492.4,3095.17,Summer     
Karnataka,Rapeseed &Mustard,2023,0.210625,6673,1790,1260.8,659292.4,1935.17,Kharif     
Karnataka,Rice,2023,2.310740741,1079193,2599170,1260.8,106624268.4,312965.97,Kharif     
Karnataka,Rice,2023,2.054285714,51782,106072,1260.8,5116061.6,15016.78,Rabi       
Karnataka,Rice,2023,2.99375,295830,951569,1260.8,29228004,85790.7,Summer     
Karnataka,Safflower,2023,0.616428571,97487,58727,1260.8,9631715.6,28271.23,Rabi       
Karnataka,Sesamum,2023,0.417307692,115250,46673,1260.8,11386700,33422.5,Kharif     
Karnataka,Soyabean,2023,1.060588235,65309,70294,1260.8,6452529.2,18939.61,Kharif     
Karnataka,Sunflower,2023,0.382608696,430676,127090,1260.8,42550788.8,124896.04,Kharif     
Karnataka,Sunflower,2023,0.390416667,359514,112736,1260.8,35520233.2,104259.06,Rabi       
Karnataka,Sunflower,2023,0.595217391,43156,24211,1260.8,4263812.8,12515.24,Summer     
Karnataka,Turmeric,2023,4.682380952,5007,25386,1260.8,494691.6,1452.03,Whole Year 
Karnataka,Wheat,2023,0.848823529,268981,219433,1260.8,26575322.8,78004.49,Rabi       
Kerala,Arecanut,2023,0.797857143,73639,68479,3151.5,7275533.2,21355.31,Whole Year 
Kerala,Banana,2023,12.85714286,30521,386588,3151.5,3015474.8,8851.09,Whole Year 
Kerala,Black pepper,2023,0.261428571,182384,68510,3151.5,18019539.2,52891.36,Whole Year 
Kerala,Cardamom,2023,0.045555556,41449,4990,3151.5,4095161.2,12023.21,Whole Year 
Kerala,Cashewnut,2023,0.484285714,91268,51336,3151.5,9017278.4,26467.72,Whole Year 
Kerala,Coconut ,2023,5304.749286,882288,5132023000,3151.5,87170054.4,255863.52,Whole Year 
Kerala,Cotton(lint),2023,1.61,10999,17752,3151.5,1086701.2,3189.71,Kharif     
Kerala,Dry chillies,2023,0.937777778,297,288,3151.5,29343.6,86.13,Whole Year 
Kerala,Garlic,2023,17,742,12614,3151.5,73309.6,215.18,Whole Year 
Kerala,Ginger,2023,2.93,11107,39362,3151.5,1097371.6,3221.03,Whole Year 
Kerala,Groundnut,2023,0.62,7021,5219,3151.5,693674.8,2036.09,Kharif     
Kerala,Jowar,2023,0.505,2177,1108,3151.5,215087.6,631.33,Kharif     
Kerala,Ragi,2023,0.81,1157,936,3151.5,114311.6,335.53,Kharif     
Kerala,Rice,2023,1.856923077,120217,235849,3151.5,11877439.6,34862.93,Autumn     
Kerala,Rice,2023,2.116153846,57700,144872,3151.5,5700760,16733,Summer     
Kerala,Rice,2023,1.937142857,174714,346022,3151.5,17261743.2,50667.06,Winter     
Kerala,Sesamum,2023,0.467272727,3303,1057,3151.5,326336.4,957.87,Kharif     
Kerala,Sugarcane,2023,64.83,6160,472160,3151.5,608608,1786.4,Whole Year 
Kerala,Sweet potato,2023,11.718,1099,11924,3151.5,108581.2,318.71,Whole Year 
Kerala,Tapioca,2023,25.51785714,112774,2630155,3151.5,11142071.2,32704.46,Whole Year 
Kerala,Tobacco,2023,5.56,41,228,3151.5,4050.8,11.89,Whole Year 
Kerala,Turmeric,2023,1.997857143,3706,8034,3151.5,366152.8,1074.74,Whole Year 
Meghalaya,Arecanut,2023,1.151666667,9585,11567,6552.7,946998,2779.65,Whole Year 
Meghalaya,Arhar/Tur,2023,0.803333333,861,678,6552.7,85066.8,249.69,Kharif     
Meghalaya,Banana,2023,11.26714286,5194,62888,6552.7,513167.2,1506.26,Whole Year 
Meghalaya,Cotton(lint),2023,0.796666667,7549,5599,6552.7,745841.2,2189.21,Kharif     
Meghalaya,Dry chillies,2023,0.598571429,1764,1051,6552.7,174283.2,511.56,Whole Year 
Meghalaya,Ginger,2023,6.008571429,7403,45590,6552.7,731416.4,2146.87,Kharif     
Meghalaya,Gram,2023,0.61,463,283,6552.7,45744.4,134.27,Rabi       
Meghalaya,Jute,2023,7.553333333,4241,27097,6552.7,419010.8,1229.89,Kharif     
Meghalaya,Linseed,2023,0.45,51,23,6552.7,5038.8,14.79,Kharif     
Meghalaya,Maize,2023,1.457142857,17219,25272,6552.7,1701237.2,4993.51,Kharif     
Meghalaya,Mesta,2023,4.58,4681,21362,6552.7,462482.8,1357.49,Kharif     
Meghalaya,Mesta,2023,0.68,871,631,6552.7,86054.8,252.59,Whole Year 
Meghalaya,Other  Rabi pulses,2023,0.755714286,1938,1527,6552.7,191474.4,562.02,Rabi       
Meghalaya,Potato,2023,7.738571429,20753,202359,6552.7,2050396.4,6018.37,Whole Year 
Meghalaya,Rapeseed &Mustard,2023,0.635714286,6916,4576,6552.7,683300.8,2023.64,Rabi       
Meghalaya,Rice,2023,1.51,105402,149742,6552.7,10413717.6,30566.58,Kharif     
Meghalaya,Sesamum,2023,0.575714286,1322,694,6552.7,130613.6,383.38,Kharif     
Meghalaya,Small millets,2023,0.871428571,2823,2282,6552.7,278912.4,818.67,Kharif     
Meghalaya,Soyabean,2023,0.881428571,899,812,6552.7,88821.2,260.71,Kharif     
Meghalaya,Sugarcane,2023,2.328,83,225,6552.7,8200.4,24.07,Whole Year 
Meghalaya,Sweet potato,2023,3.302857143,5181,17291,6552.7,511882.8,1502.49,Whole Year 
Meghalaya,Tapioca,2023,6.547142857,3963,21251,6552.7,391544.4,1149.27,Whole Year 
Meghalaya,Tobacco,2023,0.61,742,507,6552.7,73309.6,215.18,Whole Year 
Meghalaya,Turmeric,2023,5.624285714,1375,6997,6552.7,135850,398.75,Whole Year 
Meghalaya,Wheat,2023,1.605,4287,6998,6552.7,423555.6,1243.23,Rabi       
West Bengal,Arecanut,2023,1.595294118,8239,13665,2152.5,814013.2,2389.31,Whole Year 
West Bengal,Arhar/Tur,2023,0.756923077,2606,1672,2152.5,257472.8,755.74,Kharif     
West Bengal,Bajra,2023,0.436666667,175,84,2152.5,17290,50.75,Kharif     
West Bengal,Barley,2023,1.10375,5938,5910,2152.5,586674.4,1722.02,Rabi       
West Bengal,Cardamom,2023,0.24,2875,690,2152.5,284050,833.75,Whole Year 
West Bengal,Castor seed,2023,0.7,54,38,2152.5,5335.2,15.66,Rabi       
West Bengal,Coconut ,2023,12448.06222,24616,318174400,2152.5,2432060.8,7138.64,Whole Year 
West Bengal,Cotton(lint),2023,0.37,200,73,2152.5,19760,58,Kharif     
